#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
14642916	_hypernym	14622893
10052843	_hypernym	00007846
03287733	_derivationally_related_form	10057714
01949110	_hypernym	01955984
02576349	_hypernym	02575082
09340024	_instance_hypernym	09252970
13425245	_synset_domain_topic_of	06037666
00103140	_hypernym	00045250
07996149	_derivationally_related_form	02714974
07420770	_derivationally_related_form	00258857
07393161	_hypernym	07387509
09190918	_hypernym	00007347
10154013	_hypernym	10632576
09251407	_synset_domain_topic_of	06095022
00737188	_derivationally_related_form	01960656
00976953	_derivationally_related_form	02494850
09180431	_hypernym	00023773
01933900	_hypernym	01931768
00993014	_derivationally_related_form	10801291
06295235	_member_of_domain_usage	07168623
00521641	_hypernym	00281101
01058995	_hypernym	01058574
03100490	_derivationally_related_form	01953810
00606093	_derivationally_related_form	00894552
14010927	_derivationally_related_form	00362610
13798814	_synset_domain_topic_of	06000644
14052046	_derivationally_related_form	01172889
10112591	_hypernym	00007846
06163751	_derivationally_related_form	10269785
09027460	_instance_hypernym	08552138
01665836	_hypernym	01664172
00801782	_hypernym	00800930
00805524	_derivationally_related_form	00493703
12223950	_hypernym	11567411
01939174	_hypernym	01955984
14006945	_derivationally_related_form	00043411
12685214	_hypernym	11566682
06084469	_derivationally_related_form	10421470
02567147	_hypernym	02566528
06218308	_hypernym	06212839
01244593	_derivationally_related_form	01585759
00363493	_derivationally_related_form	14010636
01438902	_hypernym	00126264
04695176	_hypernym	04673965
01935846	_derivationally_related_form	04509417
01561143	_hypernym	01236164
02231661	_hypernym	02232190
09346120	_hypernym	09334396
07409592	_hypernym	07339329
04127904	_derivationally_related_form	01945516
07996412	_derivationally_related_form	02654686
09791530	_hypernym	09617867
09424489	_hypernym	09190918
01019129	_hypernym	01018630
01993212	_hypernym	01992503
12567950	_hypernym	13112664
02335349	_member_meronym	02341108
12627119	_hypernym	12626353
10016954	_hypernym	00007846
01636993	_hypernym	01636397
02193799	_hypernym	01759182
06141324	_synset_domain_topic_of	06136258
02295208	_derivationally_related_form	13285176
01761120	_hypernym	01759326
02384686	_hypernym	00752764
00668099	_derivationally_related_form	05032565
10773394	_hypernym	09820263
02336449	_derivationally_related_form	05113133
02579447	_derivationally_related_form	10257647
07745661	_hypernym	07742704
05978812	_derivationally_related_form	02910789
00753881	_verb_group	00792471
00470084	_derivationally_related_form	00233386
12168385	_hypernym	11567411
00278551	_derivationally_related_form	04952242
10509389	_hypernym	10391653
06469694	_hypernym	06467007
00229260	_hypernym	00209943
00816353	_hypernym	00815686
12629523	_hypernym	11585340
01797180	_hypernym	01507175
13023783	_hypernym	08103777
00089351	_derivationally_related_form	02310482
00470386	_hypernym	00126264
09542339	_derivationally_related_form	00547300
01538955	_hypernym	01525720
00876665	_hypernym	00813978
00495038	_hypernym	00126264
01635432	_derivationally_related_form	10756433
07514968	_hypernym	00026192
10022759	_hypernym	09998101
04014297	_derivationally_related_form	01128193
01350994	_hypernym	01355326
12975207	_hypernym	08220891
01449586	_hypernym	01432517
04080454	_hypernym	03003730
00405540	_hypernym	00126264
04960079	_hypernym	04956594
14966667	_derivationally_related_form	03845360
02553196	_member_meronym	02619029
12359026	_member_meronym	12382484
10722575	_derivationally_related_form	00833702
03279804	_hypernym	04494204
07302542	_synset_domain_topic_of	06090869
01632103	_derivationally_related_form	00900207
09906986	_hypernym	10164747
10294421	_hypernym	09615807
08680888	_derivationally_related_form	01931768
12770068	_hypernym	11562747
01489332	_derivationally_related_form	00123234
01817424	_member_meronym	01821727
12564613	_hypernym	12205694
08816236	_member_meronym	09750891
02570838	_hypernym	02554730
07006712	_hypernym	07006119
01214171	_hypernym	01212519
00095990	_hypernym	00094460
00132219	_hypernym	00125629
13144511	_hypernym	11567411
12251740	_hypernym	13112664
00532607	_derivationally_related_form	03838160
01957739	_hypernym	01939598
11911591	_member_meronym	11964688
12059851	_hypernym	11556857
12788201	_hypernym	13112664
02232606	_hypernym	01342529
09725653	_hypernym	09729530
12399132	_hypernym	12651821
01559964	_hypernym	01507175
01845272	_hypernym	01342529
12350234	_hypernym	11534677
04991511	_derivationally_related_form	02019021
02272428	_hypernym	01762525
12699778	_hypernym	11585340
07075172	_member_of_domain_usage	03688192
01181902	_hypernym	01184814
09801102	_derivationally_related_form	01215137
08612786	_derivationally_related_form	01582645
01454702	_hypernym	01429349
01979738	_hypernym	01762525
02350537	_hypernym	01864707
01615121	_hypernym	01613294
06604066	_hypernym	06601327
12100538	_member_meronym	12116881
07181546	_hypernym	07180787
02330582	_hypernym	01342529
07435273	_derivationally_related_form	00307785
12685679	_hypernym	11744859
01423757	_hypernym	01342529
00952182	_derivationally_related_form	07111047
12834408	_hypernym	11566230
01232738	_derivationally_related_form	00258695
02064608	_hypernym	01864707
14706889	_synset_domain_topic_of	06079620
06634239	_hypernym	06628861
07161429	_hypernym	07160883
10429965	_derivationally_related_form	06080522
01444887	_derivationally_related_form	04271148
00368109	_hypernym	00654625
01014990	_derivationally_related_form	01316619
05010062	_synset_domain_topic_of	06090869
08975902	_has_part	08977665
02246487	_hypernym	01762525
anomaly:	11159214	_has_part	09765278
11160200	_instance_hypernym	10453533
13221807	_hypernym	11534677
01088749	_derivationally_related_form	08287586
09207288	_has_part	09194710
12808751	_hypernym	11534677
01973375	_hypernym	01342529
11754188	_member_meronym	11761007
11794267	_hypernym	11555413
02559232	_hypernym	01429349
04121511	_derivationally_related_form	01326730
12216836	_hypernym	11567411
08860123	_member_of_domain_region	03937437
03098803	_derivationally_related_form	03249342
01744657	_hypernym	01656813
01477745	_hypernym	01432517
02348927	_derivationally_related_form	00658627
15015501	_derivationally_related_form	00185103
01278232	_instance_hypernym	00956485
02735897	_derivationally_related_form	01207609
11741350	_hypernym	13112664
00774796	_hypernym	00766234
02605316	_hypernym	02554730
07027458	_derivationally_related_form	01707306
04073208	_derivationally_related_form	00967625
12626030	_member_meronym	12628356
02368336	_derivationally_related_form	04994413
11911591	_member_meronym	12026764
02183353	_hypernym	01342529
02014646	_hypernym	01504437
02652922	_derivationally_related_form	01056411
13798814	_synset_domain_topic_of	06163751
12798041	_hypernym	11585340
09099526	_instance_hypernym	08655464
12097013	_hypernym	11567411
04982478	_derivationally_related_form	00461354
13570574	_derivationally_related_form	00256507
01081852	_derivationally_related_form	00126721
01546349	_synset_domain_topic_of	06084469
01734273	_hypernym	01657723
12039743	_member_meronym	12050295
10601078	_derivationally_related_form	02565687
12839574	_hypernym	12205694
05549830	_has_part	05556204
05944958	_derivationally_related_form	00719734
03926575	_hypernym	03925226
02192127	_hypernym	01762525
01254685	_derivationally_related_form	01049737
05799761	_synset_domain_topic_of	03082979
09760913	_derivationally_related_form	01728355
02454657	_hypernym	01864707
02614788	_hypernym	01429349
01622596	_hypernym	01507175
12581381	_member_meronym	12597006
12986447	_member_meronym	12989462
01906552	_hypernym	08102555
11804604	_member_meronym	11817329
01566185	_derivationally_related_form	10792856
08587174	_hypernym	08491826
10249950	_derivationally_related_form	00589217
01388992	_hypernym	08102555
05831939	_derivationally_related_form	01789514
00238867	_derivationally_related_form	14780040
00785690	_derivationally_related_form	10642151
08012028	_synset_domain_topic_of	00759694
02195403	_hypernym	01759182
06845599	_member_of_domain_usage	04012852
08778401	_instance_hypernym	08691669
08780881	_has_part	08787049
00940412	_derivationally_related_form	01634424
02616705	_hypernym	01432517
01942959	_derivationally_related_form	00303495
09800964	_derivationally_related_form	02396205
08860123	_member_of_domain_region	10413276
09403734	_hypernym	09287968
13418047	_hypernym	13417410
02331326	_synset_domain_topic_of	00610738
00399788	_derivationally_related_form	13510433
02407338	_derivationally_related_form	10665302
02443049	_derivationally_related_form	01474513
03718458	_hypernym	03719053
02212825	_derivationally_related_form	07205573
09068444	_has_part	09069190
01793933	_derivationally_related_form	14403560
01048912	_hypernym	00407535
06608977	_derivationally_related_form	00464962
08765890	_has_part	08766667
09189411	_has_part	09034550
10681383	_derivationally_related_form	00687926
10518602	_hypernym	09628382
02134589	_hypernym	01862557
09923673	_derivationally_related_form	04898208
01673668	_member_meronym	01693472
09140569	_instance_hypernym	08524735
06845599	_member_of_domain_usage	03806381
00765977	_verb_group	02406916
09804806	_derivationally_related_form	06144081
10438042	_hypernym	10605985
11732857	_hypernym	11571907
01502262	_member_meronym	02021438
01146051	_derivationally_related_form	00788766
07195404	_synset_domain_topic_of	08441203
01804340	_hypernym	01507175
07157273	_member_of_domain_usage	00855301
05638063	_derivationally_related_form	10791221
04403279	_hypernym	03925226
06295235	_member_of_domain_usage	03001282
08860123	_member_of_domain_region	10400618
06845599	_member_of_domain_usage	04441282
02379753	_derivationally_related_form	00212205
09167767	_has_part	09171674
01475831	_derivationally_related_form	04666837
00205046	_derivationally_related_form	07357388
01943406	_derivationally_related_form	04783888
01789514	_derivationally_related_form	05831939
13262663	_derivationally_related_form	02345288
01059719	_derivationally_related_form	02338386
08860123	_member_of_domain_region	08325530
02911485	_synset_domain_topic_of	06128570
12582846	_hypernym	12582231
03042697	_hypernym	03391770
09189411	_has_part	08966820
01735475	_derivationally_related_form	10743941
08892058	_instance_hypernym	08552138
07836456	_synset_domain_topic_of	00243918
01547390	_derivationally_related_form	01064148
01363423	_hypernym	01352059
07227772	_derivationally_related_form	00884011
00088481	_derivationally_related_form	02272549
00811221	_hypernym	00863513
00986173	_derivationally_related_form	00834135
02566109	_hypernym	02554730
11094055	_instance_hypernym	09798811
10421956	_derivationally_related_form	01089483
01985524	_derivationally_related_form	13905572
05138208	_hypernym	04723816
06435916	_instance_hypernym	06394865
09298698	_has_part	09296695
03834040	_synset_domain_topic_of	06090869
08524735	_has_part	08571139
00633265	_derivationally_related_form	10510339
09144730	_instance_hypernym	08524735
06651577	_derivationally_related_form	00873469
03457902	_hypernym	02913152
00694276	_hypernym	00671351
00748282	_derivationally_related_form	01127623
00908621	_derivationally_related_form	01096454
08806897	_member_of_domain_region	10131815
06295235	_member_of_domain_usage	09425344
00484892	_derivationally_related_form	00211110
07240549	_derivationally_related_form	00830761
02956500	_instance_hypernym	03449564
15124545	_instance_hypernym	15247518
07212190	_hypernym	07160883
04566561	_synset_domain_topic_of	08199025
06693198	_derivationally_related_form	00860620
02150510	_derivationally_related_form	10633450
06295235	_member_of_domain_usage	06843838
08687525	_instance_hypernym	08685677
06728726	_synset_domain_topic_of	08441203
02768431	_derivationally_related_form	11428023
02913152	_has_part	03579538
09233284	_instance_hypernym	09403734
14184986	_hypernym	14174549
01210816	_derivationally_related_form	02651424
08920924	_instance_hypernym	09316454
07567390	_derivationally_related_form	00236999
02070466	_derivationally_related_form	07406765
08848731	_has_part	08849226
09938272	_synset_domain_topic_of	08199025
02343595	_verb_group	00732224
01678685	_derivationally_related_form	10221956
08705251	_instance_hypernym	08633957
08287586	_hypernym	07965085
00307631	_derivationally_related_form	01930874
07243837	_hypernym	07238694
10161178	_derivationally_related_form	01789514
01489734	_derivationally_related_form	03933529
08914850	_instance_hypernym	08524735
08365855	_derivationally_related_form	00408852
00664111	_hypernym	00662589
00758525	_hypernym	00757730
05695232	_derivationally_related_form	02577877
00492310	_hypernym	01534147
01117164	_derivationally_related_form	02545272
07187773	_derivationally_related_form	00782057
08954057	_instance_hypernym	09203827
08860123	_member_of_domain_region	10786992
